8192 90111
3736 7247 9
3736 2873 19
3736 2411 20
3736 3361 11
3736 5333 13
3736 3420 2
3736 2879 3
3736 506 14
3737 3738 14
3737 81 1
3737 6000 5
3737 7610 8
3737 582 3
3737 4838 11
3737 4586 13
3737 6077 2
3737 1004 15
3737 1301 12
3737 650 9
3737 7065 11
3738 3739 15
3738 5922 18
3738 3363 1
3738 3752 15
3738 3229 9
3738 5803 14
3738 3834 19
3738 6307 5
3738 6448 4
3738 4942 12
3739 3740 2
3739 7140 12
3739 5855 3
3739 5323 10
3739 1056 4
3739 750 12
3739 5289 16
3739 6463 1
3739 3477 5
3739 7428 9
3739 6717 4
3739 5741 3
3739 3153 1
3739 173 12
3740 3741 17
3740 2147 1
3740 3791 17
3740 1125 16
3740 1921 20
3740 3735 1
3740 1943 9
3740 2666 13
3741 3742 20
3741 3975 7
3741 1705 12
3741 1904 8
3741 3914 6
3741 6160 6
3741 4868 8
3741 946 3
3741 5628 11
3741 17 1
3741 2110 11
3741 5780 10
3741 484 3
3741 4952 13
3741 3417 18
3742 3743 5
3742 862 9
3742 1268 16
3742 3449 1
3742 4614 5
3742 4042 9
3742 3921 9
3742 2912 11
3742 865 2
3743 3744 10
3743 2197 19
3743 4996 7
3743 72 8
3743 5978 2
3743 6145 11
3743 3346 4
3743 220 20
3743 4006 15
3743 8176 11
3744 3745 11
3744 222 6
3744 4975 1
3744 7095 3
3744 8149 19
3744 8013 11
3744 6195 13
3744 2334 16
3744 5409 20
3744 3807 3
3744 7079 2
3744 2896 2
3745 3746 4
3745 1903 2
3745 2598 10
3745 3798 19
3745 4359 7
3745 4206 18
3745 6377 16
3746 3747 17
3746 7389 12
3746 1703 9
3746 4027 5
3746 1005 13
3746 7938 5
3746 4141 18
3746 7141 1
3746 5517 15
3746 7720 6
3746 4973 11
3746 7438 11
3746 6947 10
3746 3284 2
3746 6533 14
3747 3748 7
3747 6978 11
3747 27 20
3747 2800 15
3747 5154 3
3747 937 9
3747 5845 15
3747 543 14
3747 666 9
3747 3052 10
3747 7175 14
3747 2340 1
3748 3749 15
3748 1133 6
3748 3783 11
3748 4454 7
3748 401 19
3748 3585 4
3749 3750 9
3749 538 13
3749 7191 19
3749 4738 13
3749 4392 10
3749 7529 15
3749 6444 1
3749 4888 18
3749 1386 20
3749 1789 13
3749 5416 15
3749 5834 9
3749 7490 15
3750 3751 11
3750 7498 6
3750 7878 8
3750 3704 1
3750 6257 13
3750 4289 3
3750 286 10
3750 1735 2
3750 2226 20
3750 3439 19
3751 3752 16
3751 3126 17
3751 1455 17
3751 5958 4
3751 7697 8
3752 3753 12
3752 4603 16
3752 2182 18
3752 2019 9
3752 5049 4
3752 434 7
3752 4901 8
3752 291 7
3752 1403 1
3752 511 6
3752 6766 7
3752 6127 12
3752 62 19
3752 3299 16
3753 3754 15
3753 8090 1
3753 422 1
3753 4632 8
3753 5451 1
3753 7755 19
3753 6654 7
3753 6372 5
3753 6639 7
3753 574 18
3753 3325 20
3753 1315 18
3753 7750 13
3754 3755 11
3754 6272 20
3754 4504 8
3754 892 20
3754 1396 20
3754 7895 11
3754 2255 20
3754 7813 15
3754 3589 5
3754 7214 2
3754 6997 7
3754 8181 11
3754 4236 20
3754 7089 1
3754 422 9
3755 3756 13
3755 6230 6
3755 2217 11
3755 2713 16
3755 4992 18
3755 738 9
3755 1429 20
3755 1294 14
3755 3607 13
3755 2358 6
3755 4424 5
3755 1184 18
3755 7558 9
3755 2973 3
3755 5763 17
3755 5241 13
3755 7327 14
3755 34 18
3756 3757 6
3756 6910 15
3756 1515 20
3756 2193 18
3756 44 12
3757 3758 3
3757 2640 16
3757 2327 9
3757 6459 11
3757 7905 3
3757 344 1
3757 3289 7
3757 4844 8
3757 1341 7
3757 2613 4
3758 3759 12
3758 8131 20
3758 4558 12
3758 933 5
3758 1729 9
3758 3986 10
3759 3760 4
3759 6385 5
3759 4731 10
3759 1505 1
3759 1086 7
3759 672 20
3759 7200 18
3759 3978 17
3759 7438 15
3759 6791 15
3760 3761 14
3760 6362 18
3760 1520 12
3760 2667 16
3760 591 12
3760 3735 16
3761 3762 2
3761 3896 13
3761 4304 12
3761 5684 9
3761 4861 18
3761 7249 9
3761 2476 13
3762 3763 18
3762 4046 2
3762 6973 17
3762 2183 12
3762 2659 19
3762 2306 20
3762 5164 3
3762 4278 14
3762 4922 20
3762 1990 7
3762 5018 20
3762 7306 11
3762 635 16
3762 1666 1
3762 629 1
3762 6276 3
3763 3764 12
3763 4427 20
3763 4517 12
3763 2998 3
3763 4500 5
3763 2193 1
3763 3581 10
3763 864 12
3763 6177 8
3763 1623 17
3764 3765 13
3764 6123 4
3764 2996 8
3764 3610 16
3764 2858 10
3764 7101 12
3764 6881 13
3764 112 13
3764 1032 2
3764 6703 1
3764 3559 6
3764 55 13
3764 3396 18
3765 3766 18
3765 4494 14
3765 2397 14
3765 3877 6
3765 2825 5
3765 7450 3
3765 166 19
3766 3767 16
3766 6633 4
3766 7864 5
3766 5511 9
3766 6644 1
3766 1882 13
3766 6271 12
3766 5288 8
3766 1702 10
3766 7729 18
3766 3775 12
3767 3768 9
3767 3810 8
3767 4847 14
3767 820 15
3767 4574 2
3767 1020 19
3767 7392 16
3767 1143 15
3767 2810 15
3768 3769 4
3768 517 14
3768 1382 14
3768 2610 5
3768 1946 11
3768 2928 5
3768 7528 15
3768 7842 6
3769 3770 4
3769 7727 1
3769 3774 12
3769 6876 9
3769 4109 9
3769 2000 18
3769 1000 9
3769 2749 6
3769 3376 15
3769 6966 14
3769 2796 1
3769 545 6
3769 6053 7
3769 1535 10
3770 3771 10
3770 1010 1
3770 278 12
3770 3213 19
3770 4527 17
3770 3581 9
3770 2846 7
3770 7099 10
3770 1925 5
3770 5548 18
3770 3242 17
3771 3772 12
3771 2781 3
3771 936 17
3771 6970 20
3771 6608 1
3771 5672 6
3771 3432 7
3771 6012 10
3771 6058 8
3771 7772 14
3771 5886 4
3771 714 8
3771 5980 10
3772 3773 1
3772 549 10
3772 1360 9
3772 358 14
3772 3873 13
3772 217 6
3772 5075 11
3772 5309 1
3772 6918 9
3772 7004 14
3772 970 1
3772 3954 9
3772 6888 10
3772 3366 7
3772 2036 6
3773 3774 17
3773 7523 10
3773 4183 19
3773 1532 6
3773 1140 4
3773 7209 3
3773 316 4
3773 1428 15
3773 7413 13
3773 5058 12
3773 1430 18
3773 2926 9
3773 4221 2
3773 5508 11
3773 6057 15
3773 448 9
3773 776 6
3774 3775 5
3774 7375 6
3774 3499 2
3774 7038 5
3774 6369 10
3774 822 2
3774 4630 10
3774 2023 2
3774 1972 14
3775 3776 15
3775 7612 15
3775 6844 17
3775 6958 18
3775 8081 6
3775 4161 3
3775 3693 17
3775 5480 11
3775 7379 7
3775 7619 19
3776 3777 15
3776 342 7
3776 6662 15
3776 5111 9
3776 4070 13
3776 6142 3
3776 1495 9
3776 3162 14
3776 3143 19
3777 3778 18
3777 7300 17
3777 3114 5
3777 1891 5
3777 32 4
3777 4485 18
3777 5755 11
3777 4650 9
3777 4920 17
3777 2364 10
3778 3779 20
3778 5435 9
3778 111 20
3778 7786 3
3778 6918 14
3778 4348 17
3778 1555 19
3778 2179 15
3778 7891 19
3778 7 1
3779 3780 6
3779 4334 10
3779 7017 17
3779 6419 20
3779 5459 3
3779 5448 9
3779 5345 17
3779 1326 20
3779 2681 4
3779 6568 9
3779 2010 14
3779 3990 19
3780 3781 2
3780 1814 7
3780 4625 1
3780 3734 11
3780 7012 18
3780 1154 20
3780 2428 19
3780 654 11
3780 1746 5
3780 1647 17
3780 3287 6
3781 3782 4
3781 5717 14
3781 6987 6
3781 2594 15
3781 7168 6
3781 912 6
3781 5997 7
3781 4465 14
3781 3777 7
3782 3783 9
3782 2664 4
3782 2842 6
3782 5752 5
3782 3612 6
3782 7742 17
3782 5442 1
3782 2364 2
3782 331 2
3782 5121 15
3783 3784 18
3783 5987 7
3783 2711 13
3783 7789 8
3783 2053 9
3783 7057 11
3783 4011 13
3784 3785 17
3784 3395 17
3784 663 3
3784 6557 19
3784 1062 4
3784 7330 7
3784 6366 20
3784 836 15
3784 2102 7
3784 4627 13
3784 7005 12
3784 2575 10
3784 5975 10
3784 7041 4
3784 5554 11
3784 3618 10
3785 3786 14
3785 8191 9
3785 7038 18
3785 506 5
3785 3571 20
3785 1576 7
3785 571 16
3785 2640 14
3785 1800 17
3786 3787 5
3786 453 19
3786 3962 4
3786 3191 18
3786 3540 18
3786 3068 9
3786 2719 12
3786 5649 13
3786 135 5
3786 3352 1
3786 7256 5
3786 5255 20
3786 4886 14
3786 4644 5
3786 4839 7
3786 2726 15
3786 1151 20
3786 4309 18
3787 3788 7
3787 2796 17
3787 980 17
3787 4268 18
3787 7129 14
3787 6444 19
3787 6162 8
3787 1065 16
3787 5200 4
3788 3789 12
3788 7817 5
3788 7405 1
3788 2041 9
3788 5762 20
3788 5440 18
3788 3866 20
3788 3500 17
3788 1709 5
3788 1245 3
3788 165 10
3788 5249 15
3788 2356 11
3788 1375 13
3788 3030 6
3789 3790 15
3789 6984 17
3789 2441 13
3789 1718 7
3789 2508 11
3789 612 2
3789 4908 15
3789 7415 16
3789 1678 19
3789 5433 18
3789 3187 16
3789 2612 5
3789 5708 6
3789 6518 15
3790 3791 15
3790 4443 17
3790 5086 7
3790 5408 11
3790 4325 8
3790 4210 11
3790 1694 4
3790 1166 2
3790 7684 16
3790 4763 2
3790 6462 10
3790 1994 7
3790 769 12
3790 7488 3
3790 62 12
3791 3792 17
3791 2113 20
3791 2095 11
3791 4890 6
3791 5137 9
3791 1908 10
3791 3757 18
3791 7582 20
3791 3180 16
3792 3793 13
3792 6793 20
3792 6234 3
3792 126 20
3792 3488 13
3792 934 3
3792 426 7
3793 3794 13
3793 4007 15
3793 1535 16
3793 4416 11
3793 8045 12
3793 5113 6
3793 4316 17
3793 4234 19
3793 4058 4
3793 6056 12
3794 3795 4
3794 2131 19
3794 4876 13
3794 4114 9
3794 4031 6
3794 1650 10
3794 29 20
3794 7850 17
3794 5640 6
3794 6415 2
3794 5939 17
3794 7838 7
3794 5336 8
3794 7238 18
3794 5166 12
3794 5017 19
3794 1247 9
3794 1353 13
3794 684 6
3795 3796 14
3795 2886 18
3795 534 2
3795 40 15
3795 6341 13
3795 3988 13
3795 1998 2
3795 1936 8
3795 2749 17
3796 3797 8
3796 527 13
3796 2271 17
3796 6959 3
3796 6584 20
3796 12 14
3796 4209 1
3796 3054 15
3796 7511 17
3796 7490 2
3797 3798 8
3797 3842 16
3797 6517 13
3797 6790 8
3797 1940 13
3797 6442 15
3797 671 17
3797 4763 1
3797 1460 7
3797 3641 10
3797 7504 7
3797 5168 9
3797 2564 15
3797 6851 2
3797 1128 20
3797 262 9
3797 1792 18
3798 3799 16
3798 5647 11
3798 3211 3
3798 2568 16
3799 3800 11
3799 6655 7
3799 7705 4
3799 4926 14
3799 5314 3
3799 7115 7
3799 4637 8
3799 2513 12
3799 5363 7
3799 3494 16
3799 1809 18
3800 3801 12
3800 1783 5
3800 7299 9
3800 2064 18
3800 2725 4
3800 2920 20
3800 566 5
3800 451 4
3800 433 8
3800 5811 13
3801 3802 11
3801 1629 8
3801 7618 4
3801 526 11
3801 3969 10
3801 6252 1
3801 2215 2
3801 24 20
3802 3803 1
3802 4963 15
3802 4653 16
3802 4261 13
3802 187 17
3802 7204 3
3802 2504 13
3802 6165 3
3802 7916 10
3802 2884 8
3802 3688 11
3802 2793 10
3803 3804 17
3803 4386 9
3803 6755 6
3803 962 19
3803 6284 8
3803 3600 9
3803 6010 11
3803 67 8
3803 2232 11
3803 431 10
3803 3523 13
3803 6960 8
3803 3497 13
3804 3805 16
3804 8096 17
3804 7675 20
3804 320 1
3804 5163 10
3804 6516 11
3804 5743 18
3804 1590 2
3804 7707 17
3805 3806 17
3805 7297 20
3805 1170 15
3805 2560 9
3805 6065 4
3805 3202 17
3805 2214 7
3805 1974 7
3805 8025 11
3805 6041 19
3805 298 20
3806 3807 1
3806 6711 1
3806 5933 2
3806 6656 17
3806 3054 6
3806 3993 1
3806 4010 11
3806 661 8
3806 516 12
3807 3808 17
3807 1759 13
3807 1074 20
3807 923 20
3807 5828 13
3807 3708 17
3807 6416 5
3807 5201 14
3807 4549 13
3807 1633 4
3807 1941 1
3807 469 12
3807 1892 8
3807 6448 4
3807 1612 10
3807 2854 8
3808 3809 15
3808 4347 13
3808 479 20
3808 7308 14
3808 1905 13
3808 7834 2
3808 5100 7
3808 1160 10
3808 2308 19
3808 5409 2
3808 5173 16
3808 5522 7
3808 5067 11
3809 3810 1
3809 5939 14
3809 177 19
3809 6643 13
3809 638 2
3809 736 2
3809 1696 15
3809 3798 6
3809 2612 16
3809 1247 15
3809 5140 6
3809 4797 1
3810 3811 5
3810 5657 2
3810 5365 12
3810 5273 6
3810 7429 5
3810 6980 7
3810 4145 11
3810 2750 8
3810 7163 2
3810 510 2
3810 2149 12
3810 4798 10
3810 5370 4
3810 6525 13
3810 5005 2
3811 3812 15
3811 5942 16
3811 6273 15
3811 4444 12
3811 4136 20
3811 2404 19
3811 3714 16
3811 3581 5
3812 3813 20
3812 6236 18
3812 5843 18
3812 7467 20
3812 4576 12
3812 7617 3
3812 6861 9
3813 3814 16
3813 7638 6
3813 4326 19
3813 2630 6
3813 3347 8
3813 3637 18
3813 1482 17
3813 960 13
3813 1325 8
3814 3815 8
3814 3105 11
3814 5356 5
3814 4764 16
3814 2702 17
3814 5010 3
3814 2362 9
3814 6905 4
3814 2509 16
3814 883 1
3814 5749 15
3814 4693 18
3814 5637 11
3814 3666 12
3814 2038 7
3815 3816 14
3815 3738 12
3815 1987 11
3815 6688 2
3815 5739 2
3815 5121 1
3815 1625 3
3815 1098 5
3815 3449 18
3815 6367 1
3815 1242 19
3815 5923 7
3815 4202 2
3816 3817 7
3816 8138 2
3816 4713 14
3816 5983 20
3816 5832 7
3816 6573 17
3816 2277 5
3816 7860 3
3816 3334 4
3816 1785 12
3817 3818 16
3817 2171 14
3817 1746 4
3817 446 3
3817 6416 3
3817 4036 5
3817 1860 2
3817 1760 4
3817 7107 18
3817 6458 15
3817 5581 7
3817 722 18
3817 7091 20
3818 3819 3
3818 3529 18
3818 2263 12
3818 4676 17
3818 6881 2
3818 6439 12
3818 1553 4
3819 3820 17
3819 976 16
3819 7167 18
3819 6406 20
3819 3304 13
3819 1551 6
3819 4324 7
3819 5990 15
3819 6684 13
3819 5882 20
3819 4445 2
3819 3821 16
3819 4766 5
3819 1610 18
3820 3821 7
3820 3861 8
3820 953 19
3820 4060 9
3820 1299 11
3820 2091 18
3820 8100 19
3820 1978 18
3820 5948 5
3820 5488 3
3820 359 14
3821 3822 10
3821 4902 8
3821 6925 20
3821 4310 15
3821 3142 17
3821 1376 19
3821 4347 3
3822 3823 18
3822 674 6
3822 3059 18
3822 4034 16
3822 2205 6
3822 3159 20
3822 4326 17
3822 4112 10
3822 2651 5
3823 3824 11
3823 2779 2
3823 7248 17
3823 2593 1
3823 4918 16
3823 1924 14
3823 7540 11
3824 3825 20
3824 2226 9
3824 7494 2
3824 5890 9
3824 4674 8
3824 5999 5
3824 1003 3
3824 6741 19
3824 3932 12
3824 4884 11
3824 18 9
3824 6057 2
3824 737 1
3825 3826 3
3825 7685 19
3825 1561 4
3825 6600 18
3825 6581 14
3825 6381 7
3825 1976 11
3825 3538 2
3825 6271 2
3825 4239 16
3825 4163 12
3825 7520 3
3825 5912 7
3825 6848 12
3826 3827 8
3826 2644 17
3826 1618 8
3826 7943 7
3826 6401 10
3826 7653 16
3826 3080 13
3826 2453 13
3826 1960 11
3826 6575 8
3826 7960 17
3826 3973 1
3827 3828 8
3827 4133 16
3827 3939 14
3827 5443 19
3827 4135 2
3827 1428 8
3827 3316 20
3827 4335 13
3827 66 3
3827 6650 18
3827 3044 17
3828 3829 9
3828 2128 6
3828 4409 12
3828 8076 4
3828 4336 4
3828 3538 4
3828 2297 10
3828 1585 17
3829 3830 13
3829 7364 2
3829 1717 14
3829 5680 2
3829 1067 8
3829 4315 10
3829 3946 17
3829 1451 18
3829 4688 13
3829 4613 1
3830 3831 15
3830 6143 17
3830 5045 17
3830 221 14
3830 788 4
3830 1110 9
3830 3414 11
3830 776 11
3830 1020 14
3830 3940 13
3830 5084 3
3830 3518 9
3830 7796 6
3830 4740 5
3831 3832 16
3831 6072 8
3831 6862 18
3831 5229 20
3832 3833 18
3832 803 13
3832 6615 6
3832 1586 9
3832 5532 5
3832 3621 14
3832 1275 7
3832 1727 19
3832 8020 4
3832 3817 17
3832 147 7
3832 5687 15
3832 5503 17
3832 6006 5
3832 650 15
3832 3958 16
3832 425 11
3833 3834 5
3833 3458 9
3833 4716 3
3833 126 12
3833 3069 10
3833 7636 17
3833 6979 3
3833 6452 20
3833 3875 12
3833 1636 4
3833 5211 6
3833 4067 11
3833 4866 7
3834 3835 12
3834 4059 20
3834 584 20
3834 4670 5
3834 5354 5
3834 6677 11
3834 5891 7
3834 5697 11
3834 2235 9
3834 4881 18
3834 5667 12
3834 6793 15
3834 7011 12
3834 1874 14
3835 3836 3
3835 1203 18
3835 3251 15
3835 3352 19
3835 4926 6
3835 2874 13
3835 4877 9
3835 641 15
3835 6830 17
3835 8007 10
3835 1480 14
3835 7249 13
3836 3837 8
3836 4113 18
3836 1696 18
3836 4308 9
3836 5955 18
3836 5386 1
3836 4363 10
3836 6903 17
3836 6364 14
3836 1767 9
3836 2026 16
3837 3838 14
3837 274 13
3837 7227 10
3837 3268 10
3837 964 8
3837 4420 6
3837 735 19
3837 3177 9
3838 3839 9
3838 510 18
3838 3432 13
3838 6045 12
3838 3264 11
3838 4277 10
3838 7325 12
3838 4790 5
3839 3840 1
3839 7709 19
3839 6263 2
3839 7861 13
3839 3108 15
3839 6935 4
3839 5698 18
3839 4188 20
3839 6222 5
3839 909 16
3839 5168 19
3839 6314 15
3839 1609 1
3840 3841 14
3840 1530 20
3840 4436 14
3840 47 5
3840 5978 18
3840 2164 18
3840 1763 3
3840 7879 1
3840 6241 8
3841 3842 4
3841 1463 14
3841 7835 17
3841 6463 2
3841 607 20
3841 847 15
3841 5273 16
3841 5066 15
3841 6282 20
3841 642 9
3841 1893 1
3841 5160 4
3841 1120 6
3841 6695 4
3841 682 5
3841 3006 19
3842 3843 1
3842 1542 2
3842 2195 18
3842 7001 16
3842 4554 12
3842 3681 18
3842 4326 16
3842 84 3
3842 1872 18
3842 2679 19
3842 2498 13
3842 7754 16
3843 3844 1
3843 4540 8
3843 765 17
3843 2197 17
3843 1096 3
3843 1223 12
3843 7752 2
3843 3710 10
3843 7622 8
3843 1181 20
3843 1382 5
3843 2266 15
3843 7471 18
3843 2518 19
3843 5707 1
3843 6238 20
3843 604 19
3843 523 18
3844 3845 13
3844 5073 3
3844 4179 11
3844 271 16
3844 6744 20
3844 3710 11
3844 2478 14
3844 2470 12
3844 2284 9
3844 1096 15
3845 3846 4
3845 6876 18
3845 183 19
3845 3220 18
3845 3704 18
3845 6107 20
3845 1313 3
3845 3018 8
3845 2011 3
3845 6591 11
3845 6643 19
3845 529 1
3845 4564 11
3846 3847 8
3846 4592 13
3846 7428 12
3846 1041 6
3846 5709 17
3846 3321 9
3846 6146 9
3846 3960 17
3847 3848 4
3847 1882 14
3847 4724 12
3847 5098 6
3847 5373 1
3847 8017 5
3848 3849 16
3848 7414 12
3848 6731 6
3848 5099 13
3848 5848 17
3848 7602 4
3848 5753 6
3848 5579 18
3848 575 17
3848 7064 1
3849 3850 8
3849 4805 11
3849 2423 16
3849 4959 15
3849 8171 18
3849 1261 5
3849 7170 11
3849 465 13
3849 6276 6
3850 3851 2
3850 5806 18
3850 5266 1
3850 1129 8
3850 1735 17
3850 1279 20
3850 8076 7
3850 5810 1
3850 575 5
3851 3852 9
3851 3975 8
3851 4757 3
3851 7285 20
3851 1505 16
3851 5974 8
3851 2465 20
3851 4509 17
3851 4792 9
3851 1725 2
3851 327 2
3852 3853 12
3852 1129 18
3852 6773 20
3852 3605 12
3852 7413 16
3852 643 11
3852 4799 12
3852 1607 20
3852 5583 9
3852 6955 16
3852 1338 14
3852 5965 4
3853 3854 18
3853 738 20
3853 3567 7
3853 7989 6
3853 2365 17
3853 4709 7
3853 968 12
3853 3921 18
3853 5620 10
3853 3860 9
3853 4762 17
3853 6483 4
3853 6685 18
3853 892 16
3853 8127 11
3853 4895 8
3853 8009 6
3854 3855 10
3854 4412 8
3854 4467 19
3854 1530 2
3854 3347 4
3854 2070 19
3854 368 3
3854 3587 5
3854 7763 2
3854 3683 11
3854 6898 17
3854 832 19
3854 140 15
3854 1628 11
3854 8018 4
3855 3856 11
3855 6329 6
3855 6572 4
3855 6294 3
3855 2586 13
3855 8032 4
3855 147 9
3855 4811 2
3855 5758 3
3855 6838 17
3856 3857 13
3856 6688 18
3856 4851 4
3856 4746 11
3856 8118 10
3856 2797 1
3856 489 6
3856 3660 6
3856 5424 5
3856 2267 5
3856 3372 1
3857 3858 15
3857 3192 19
3857 3917 14
3857 1636 5
3857 6248 16
3857 7981 16
3857 2496 3
3857 396 12
3857 3443 16
3857 7365 6
3857 6935 12
3857 7056 16
3857 5685 5
3857 3778 19
3857 4254 19
3857 818 12
3858 3859 2
3858 2079 9
3858 2458 5
3858 1474 14
3858 5480 19
3858 5593 10
3859 3860 3
3859 3973 17
3859 2635 5
3859 2946 4
3859 7084 18
3859 4746 3
3859 1628 6
3859 4741 4
3859 5584 13
3859 2408 20
3859 3096 11
3859 4236 18
3859 2083 15
3859 2611 18
3859 6633 7
3859 7989 6
3860 3861 12
3860 6561 10
3860 4125 1
3860 6564 1
3860 3969 20
3860 2072 16
3860 4636 15
3860 5060 11
3860 4850 8
3860 3920 8
3860 4123 11
3860 6891 7
3860 3203 4
3860 7056 1
3861 3862 5
3861 4854 4
3861 6546 18
3861 6499 1
3861 2191 7
3861 5019 18
3861 2128 7
3861 4618 16
3861 3395 12
3862 3863 12
3862 3376 3
3862 6636 11
3862 2245 13
3862 5311 10
3862 1152 12
3862 3350 2
3862 6104 9
3862 7200 8
3862 2019 20
3863 3864 15
3863 498 2
3863 3269 6
3863 7535 9
3863 804 5
3863 3224 4
3863 4125 7
3863 2421 20
3863 3325 11
3863 2566 19
3863 3529 16
3863 2478 1
3864 3865 12
3864 1628 12
3864 6787 13
3864 1403 16
3864 8125 12
3864 5778 7
3864 395 11
3864 6329 19
3864 6086 17
3864 2548 7
3864 6469 15
3864 4406 18
3864 6791 6
3864 674 6
3864 35 20
3864 2718 14
3865 3866 2
3865 6598 10
3865 454 18
3865 4828 8
3865 1418 11
3865 1926 4
3865 3469 2
3865 206 4
3865 4067 6
3865 6822 12
3865 2894 11
3866 3867 13
3866 8109 19
3866 4493 5
3866 6931 6
3866 3448 13
3866 154 14
3866 5351 3
3866 6964 11
3866 1621 1
3866 2248 14
3867 3868 10
3867 6240 8
3867 6419 4
3867 333 1
3867 6200 6
3867 7023 16
3867 7300 16
3867 7395 17
3867 6855 5
3868 3869 14
3868 539 15
3868 6659 7
3868 6723 2
3868 4360 16
3868 3601 7
3868 4197 12
3868 259 7
3868 4645 20
3868 3420 20
3868 3139 15
3868 2782 9
3868 5131 14
3869 3870 12
3869 6588 8
3869 4299 5
3869 2533 10
3869 1730 19
3869 1695 6
3869 8035 4
3869 4327 15
3870 3871 17
3870 1026 5
3870 7992 15
3870 565 6
3870 1650 7
3870 2430 16
3871 3872 13
3871 2483 18
3871 701 10
3871 5405 12
3871 7423 18
3871 2999 7
3871 4483 17
3871 1764 5
3872 3873 6
3872 664 2
3872 1885 6
3872 3943 4
3872 5724 11
3872 3645 18
3872 3542 20
3872 7931 17
3872 6349 11
3872 484 15
3873 3874 1
3873 931 13
3873 7219 8
3873 845 11
3873 1125 8
3873 2950 1
3873 8101 14
3873 3041 4
3873 1338 15
3873 4684 19
3873 867 8
3873 2245 18
3873 4838 1
3874 3875 17
3874 4887 16
3874 3282 1
3874 6642 16
3874 1786 6
3874 7560 11
3874 1216 19
3874 5832 7
3874 2140 15
3875 3876 7
3875 269 20
3875 6095 6
3875 6466 19
3875 5882 1
3875 7311 6
3875 7831 9
3875 4860 14
3876 3877 10
3876 1401 20
3876 4022 15
3876 2649 14
3876 7472 6
3876 779 2
3876 6649 18
3876 4043 16
3876 2294 5
3877 3878 13
3877 4008 14
3877 1479 10
3877 3237 1
3877 3638 1
3877 2999 2
3877 8022 6
3877 7337 1
3877 5629 3
3877 2071 6
3877 2692 10
3877 4995 6
3877 4263 7
3877 2302 5
3877 7656 8
3877 2251 1
3877 697 6
3877 2098 8
3878 3879 2
3878 1170 13
3878 7949 6
3878 6346 16
3878 4129 11
3878 6648 13
3878 4645 10
3878 600 6
3878 5274 9
3879 3880 3
3879 5995 5
3879 6632 7
3879 5935 7
3879 4655 14
3879 1190 2
3879 200 10
3879 6549 13
3879 4202 15
3879 2036 5
3879 8128 14
3880 3881 2
3880 4192 19
3880 2493 13
3880 6395 10
3880 3432 13
3880 165 2
3880 3486 2
3880 7395 11
3881 3882 14
3881 3712 13
3881 252 7
3881 3432 14
3881 6737 4
3881 58 18
3881 1893 11
3881 4706 18
3882 3883 7
3882 1671 15
3882 3691 13
3882 579 10
3882 7676 16
3882 7021 16
3882 4359 16
3882 6003 5
3883 3884 15
3883 551 18
3883 3765 1
3883 4993 17
3883 4509 20
3883 2168 6
3883 4698 15
3883 5736 3
3883 7315 8
3883 3385 9
3883 1956 2
3883 3918 10
3883 6188 4
3883 726 9
3883 120 10
3884 3885 16
3884 2718 10
3884 5450 9
3884 5570 7
3884 3830 4
3884 8117 1
3884 7712 7
3884 2137 17
3884 834 15
3884 173 2
3884 2471 16
3885 3886 20
3885 2862 18
3885 8040 16
3885 2033 13
3885 5744 11
3886 3887 15
3886 7886 8
3886 2031 18
3886 2600 6
3886 2 6
3886 184 6
3886 2559 5
3886 4270 20
3886 1802 5
3886 813 2
3886 1416 9
3886 6413 2
3886 198 15
3886 1958 19
3887 3888 5
3887 5201 17
3887 1543 2
3887 3786 15
3887 3946 11
3887 5412 8
3887 1717 13
3887 4594 3
3887 4614 11
3888 3889 16
3888 4775 12
3888 1318 7
3888 3752 14
3888 5439 18
3888 318 2
3888 3338 18
3888 5270 2
3888 5015 15
3888 2697 7
3888 5835 8
3888 3872 5
3889 3890 17
3889 2588 7
3889 3922 8
3889 3719 8
3889 1376 14
3889 7617 5
3889 4646 17
3889 933 5
3889 16 9
3889 5927 8
3890 3891 11
3890 3666 9
3890 6288 5
3890 937 17
3890 2805 4
3890 3845 14
3890 326 19
3890 848 9
3890 286 8
3891 3892 11
3891 858 2
3891 2686 20
3891 671 12
3891 8128 15
3891 3200 17
3891 6327 20
3891 3025 19
3891 653 8
3892 3893 9
3892 2454 18
3892 2416 8
3892 404 7
3892 3240 2
3892 3984 16
3892 2577 3
3892 1459 10
3892 3437 12
3892 4788 19
3892 6477 15
3892 3915 1
3893 3894 8
3893 3678 4
3893 2039 5
3893 3728 7
3893 7862 6
3893 804 18
3893 6038 19
3893 4110 3
3893 3917 8
3893 1426 14
3893 5509 14
3894 3895 3
3894 7919 16
3894 1625 20
3894 1302 16
3894 4465 9
3894 2619 9
3894 4263 9
3894 787 1
3894 4588 9
3894 3605 16
3894 4532 20
3894 6924 7
3894 2098 4
3894 5012 13
3894 4847 4
3894 7053 8
3894 4302 14
3894 5261 19
3894 5059 8
3895 3896 3
3895 1783 17
3895 1692 18
3895 732 14
3895 2963 5
3895 6294 20
3895 6863 6
3895 1488 13
3895 1632 13
3896 3897 7
3896 4282 15
3896 5978 11
3896 974 7
3896 3100 2
3896 1979 8
3896 1332 7
3896 6396 6
3896 3893 1
3896 2934 11
3896 145 5
3896 1517 19
3897 3898 15
3897 2835 6
3897 938 16
3897 3298 18
